Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),NaN,1.41E+01,NaN,3.60E+01,NaN,7.99E+01,NaN,NaN,NaN,7.78E+00,NaN,NaN,NaN
Avg Lc (TofCts),8.02,11.97,7.29,18.43,6.2,4.5,5.57,5.52,5.3,3.97,5.46,4.46,4.66
Avg Bkgd (TofCts),0.09,0.963,0.034,4.331,0.04,0.09,0.008,0.006,0.01,0.027,0.026,0,0.003
DynamicAlpha,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,3.20E-05,1.00E-07,1.00E-07,1.00E-07,1.00E-05,1.00E-07,1.00E-07,1.00E-07
Filename,00h03m02s_Zr_ENG 75Kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Zr,0,0,0,0,0,82.201,0,0,0,0,0,0,0
Zr,0,0,0,0,0,62.275,0,0,0,0,0,0,0
Zr,0,0,0,0,0,101.624,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,127.716,0,0,0,6.567,0,0,0
Zr,0,0,0,0,0,59.049,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,157.812,0,0,0,6.504,0,0,0
Zr+Hf,0,0,0,0,0,184.703,0,0,0,5.423,0,0,0
Zr,0,0,0,0,0,73.895,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.097,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.156,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,319.596,0,0,0,12.806,0,0,0
Zr,0,0,0,0,0,20.046,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,214.595,0,0,0,5.437,0,0,0
Zr,0,0,0,0,0,92.689,0,0,0,0,0,0,0
Zr,0,0,0,0,0,46.715,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,601.112,0,0,0,16.376,0,0,0
Zr+Hf,0,0,0,0,0,174.433,0,0,0,5.798,0,0,0
Zr,0,0,0,0,0,20.819,0,0,0,0,0,0,0
Zr,0,0,0,0,0,61.715,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.604,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,299.946,0,0,0,12.236,0,0,0
Zr+Hf,0,0,0,0,0,656.481,0,0,0,8.112,0,0,0
Zr+Hf,0,0,0,0,0,201.155,0,0,0,7.197,0,0,0
Zr,0,0,0,0,0,108.1,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.58,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,463.175,0,0,0,17.248,0,0,0
Zr,0,0,0,0,0,9.969,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,117.916,0,0,0,4.369,0,0,0
Zr+Hf,0,0,0,0,0,96.556,0,0,0,4.83,0,0,0
Zr,0,0,0,0,0,84.555,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.951,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.157,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,146.41,0,0,0,6.809,0,0,0
Zr+Hf,0,0,0,0,0,71.507,0,0,0,6.416,0,0,0
Zr,0,0,0,0,0,170.45,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,162.571,0,0,0,6.092,0,0,0
Zr,0,0,0,0,0,28.552,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,333.4,0,0,0,12.164,0,0,0
Zr,0,0,0,0,0,27.553,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,185.994,0,0,0,5.006,0,0,0
Zr+Hf,0,0,0,0,0,165.352,0,0,0,7.183,0,0,0
Zr,0,0,0,0,0,237.724,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,133.276,0,0,0,8.292,0,0,0
Zr,0,0,0,0,0,50.154,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,177.751,0,0,0,4.703,0,0,0
Zr,0,0,0,0,0,32.041,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.91,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.153,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.149,0,0,0,0,0,0,0
Zr,0,0,0,0,0,56.116,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,234.03,0,0,0,5.685,0,0,0
Zr+Hf,0,0,0,0,0,735.057,0,0,0,27.443,0,0,0
Zr,0,0,0,0,0,94.075,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,449.382,0,0,0,7.614,0,0,0
Zr+Hf,0,0,0,0,0,418.63,0,0,0,14.359,0,0,0
Zr,0,0,0,0,0,166.283,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,214.197,0,0,0,5.27,0,0,0
Zr,0,0,0,0,0,46.953,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,218.831,0,0,0,6.071,0,0,0
Zr,0,0,0,0,0,23.133,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.368,0,0,0,0,0,0,0
Zr,0,0,0,0,0,47.808,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,78.261,0,0,0,6.165,0,0,0
Zr,0,0,0,0,0,34.852,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,220.552,0,0,0,5.841,0,0,0
Zr,0,0,0,0,0,78.132,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,237.58,0,0,0,9.891,0,0,0
Zr+Hf,0,0,0,0,0,77.511,0,0,0,4.579,0,0,0
Zr,0,0,0,0,0,31.87,0,0,0,0,0,0,0
Zr,0,0,0,0,0,73.583,0,0,0,0,0,0,0
Zr,0,0,0,0,0,25.633,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,101.356,0,0,0,4.446,0,0,0
Zr,0,0,0,0,0,53.743,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,338.372,0,0,0,20.439,0,0,0
Zr+Hf,0,0,0,0,0,245.144,0,0,0,6.222,0,0,0
Zr,0,0,0,0,0,19.163,0,0,0,0,0,0,0
Zr,0,0,0,0,0,84.492,0,0,0,0,0,0,0
Zr,0,0,0,0,0,14.705,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.725,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,205.216,0,0,0,5.329,0,0,0
Zr,0,0,0,0,0,79.462,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,96.781,0,0,0,10.621,0,0,0
Zr+Hf,0,0,0,0,0,246.86,0,0,0,4.593,0,0,0
Zr,0,0,0,0,0,12.3,0,0,0,0,0,0,0
Zr,0,0,0,0,0,56.958,0,0,0,0,0,0,0
Zr,0,0,0,0,0,73.959,0,0,0,0,0,0,0
Zr,0,0,0,0,0,45.027,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,289.384,0,0,0,10.524,0,0,0
Zr+Hf,0,0,0,0,0,447.978,0,0,0,22.866,0,0,0
Zr+Hf,0,0,0,0,0,135.834,0,0,0,6.975,0,0,0
Zr+Hf,0,0,0,0,0,294.918,0,0,0,13.73,0,0,0
Zr+Hf,0,0,0,0,0,247.568,0,0,0,8.425,0,0,0
Zr,0,0,0,0,0,62.296,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,205.144,0,0,0,6.475,0,0,0
Zr,0,0,0,0,0,9.738,0,0,0,0,0,0,0
Zr,0,0,0,0,0,25.297,0,0,0,0,0,0,0
Zr,0,0,0,0,0,38.036,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,152.831,0,0,0,5.997,0,0,0
Zr,0,0,0,0,0,62.104,0,0,0,0,0,0,0
Zr,0,0,0,0,0,171.93,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.691,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.877,0,0,0,0,0,0,0
Zr,0,0,0,0,0,95.053,0,0,0,0,0,0,0
Zr,0,0,0,0,0,127.763,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,602.527,0,0,0,13.957,0,0,0
Zr,0,0,0,0,0,74.584,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.742,0,0,0,0,0,0,0
Zr,0,0,0,0,0,85.488,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,200.696,0,0,0,13.132,0,0,0
Zr,0,0,0,0,0,37.218,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.477,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.239,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,615.743,0,0,0,16.302,0,0,0
Zr,0,0,0,0,0,142.449,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,145.48,0,0,0,6.741,0,0,0
Zr+Hf,0,0,0,0,0,301.036,0,0,0,14.9,0,0,0
Zr,0,0,0,0,0,17.779,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,696.312,0,0,0,30.563,0,0,0
Zr,0,0,0,0,0,313.216,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.347,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,48.101,0,0,0,4.199,0,0,0
Zr,0,0,0,0,0,201.546,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.036,0,0,0,0,0,0,0
Zr,0,0,0,0,0,47.075,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.88,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.367,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,27.698,0,0,0,4.279,0,0,0
Zr,0,0,0,0,0,4.772,0,0,0,0,0,0,0
Zr,0,0,0,0,0,38.43,0,0,0,0,0,0,0
Zr,0,0,0,0,0,172.941,0,0,0,0,0,0,0
Zr,0,0,0,0,0,62.177,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,307.48,0,0,0,6.229,0,0,0
Zr+Hf,0,0,0,0,0,127.399,0,0,0,7.51,0,0,0
Zr,0,0,0,0,0,7.235,0,0,0,0,0,0,0
Zr,0,0,0,0,0,45.572,0,0,0,0,0,0,0
Zr,0,0,0,0,0,86.701,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,182.337,0,0,0,8.409,0,0,0
Zr,0,0,0,0,0,199.021,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,134.977,0,0,0,9.752,0,0,0
Zr,0,0,0,0,0,14.077,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,146.56,0,0,0,7.755,0,0,0
Zr,0,0,0,0,0,43.135,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,166.042,0,0,0,5.94,0,0,0
Zr+Hf,0,0,0,0,0,350.936,0,0,0,10.425,0,0,0
Hf,0,0,0,0,0,0,0,0,0,8.171,0,0,0
Zr,0,0,0,0,0,97.358,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.175,0,0,0,0,0,0,0
Zr,0,0,0,0,0,37.362,0,0,0,0,0,0,0
Zr,0,0,0,0,0,46.326,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.254,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,246.036,0,0,0,5.903,0,0,0
Zr,0,0,0,0,0,7.869,0,0,0,0,0,0,0
Zr,0,0,0,0,0,78.022,0,0,0,0,0,0,0
Zr,0,0,0,0,0,8.77,0,0,0,0,0,0,0
Zr,0,0,0,0,0,52.523,0,0,0,0,0,0,0
Zr,0,0,0,0,0,111.152,0,0,0,0,0,0,0
Zr,0,0,0,0,0,36.215,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,332.68,0,0,0,7.396,0,0,0
Zr+Hf,0,0,0,0,0,339.017,0,0,0,10.888,0,0,0
Zr+Hf,0,0,0,0,0,208.61,0,0,0,8.744,0,0,0
Zr,0,0,0,0,0,88.489,0,0,0,0,0,0,0
Zr,0,0,0,0,0,26.692,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,613.246,0,0,0,22.188,0,0,0
Zr,0,0,0,0,0,16.554,0,0,0,0,0,0,0
Zr,0,0,0,0,0,34.849,0,0,0,0,0,0,0
Zr,0,0,0,0,0,36.336,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,101.703,0,0,0,5.224,0,0,0
Zr+Hf,0,0,0,0,0,170.233,0,0,0,5.673,0,0,0
Zr,0,0,0,0,0,100.846,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,408.92,0,0,0,11.248,0,0,0
Zr,0,0,0,0,0,50.297,0,0,0,0,0,0,0
Zr,0,0,0,0,0,225.263,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.736,0,0,0,0,0,0,0
Zr,0,0,0,0,0,47.792,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,163.331,0,0,0,4.179,0,0,0
Zr,0,0,0,0,0,62.196,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,332.53,0,0,0,15.065,0,0,0
Zr+Hf,0,0,0,0,0,182.8,0,0,0,7.859,0,0,0
Zr,0,0,0,0,0,17.055,0,0,0,0,0,0,0
Zr,0,0,0,0,0,51.3,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.291,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,221.168,0,0,0,12.124,0,0,0
Zr+Hf,0,0,0,0,0,250.852,0,0,0,6.397,0,0,0
Zr+Hf,0,0,0,0,0,82.69,0,0,0,4.775,0,0,0
Zr+Hf,0,0,0,0,0,254.329,0,0,0,9.905,0,0,0
Zr,0,0,0,0,0,26.018,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,381.907,0,0,0,5.64,0,0,0
Zr,0,0,0,0,0,21.561,0,0,0,0,0,0,0
Zr,0,0,0,0,0,67.094,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.846,0,0,0,0,0,0,0
Zr,0,0,0,0,0,27.887,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.747,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.885,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,146.515,0,0,0,8.01,0,0,0
Zr,0,0,0,0,0,4.658,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,152.987,0,0,0,5.68,0,0,0
Zr,0,0,0,0,0,38.309,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,54.419,0,0,0,4.055,0,0,0
Zr,0,0,0,0,0,194.362,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,84.007,0,0,0,4.556,0,0,0
Zr,0,0,0,0,0,6.968,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,745.409,0,0,0,27.019,0,0,0
Zr,0,0,0,0,0,17.69,0,0,0,0,0,0,0
Zr,0,0,0,0,0,31.108,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,220.195,0,0,0,4.182,0,0,0
Zr,0,0,0,0,0,6.074,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,78.873,0,0,0,5.57,0,0,0
Zr+Hf,0,0,0,0,0,384.259,0,0,0,5.621,0,0,0
Zr+Hf,0,0,0,0,0,406.646,0,0,0,7.588,0,0,0
Zr+Hf,0,0,0,0,0,904.074,0,0,0,16.654,0,0,0
Zr,0,0,0,0,0,13.345,0,0,0,0,0,0,0
Zr,0,0,0,0,0,17.429,0,0,0,0,0,0,0
Zr,0,0,0,0,0,34.781,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.167,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,163.527,0,0,0,4.266,0,0,0
Zr+Hf,0,0,0,0,0,402.895,0,0,0,5.957,0,0,0
Zr,0,0,0,0,0,11.448,0,0,0,0,0,0,0
Zr,0,0,0,0,0,77.562,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,258.942,0,0,0,6.048,0,0,0
Zr,0,0,0,0,0,16.693,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.87,0,0,0,0,0,0,0
Zr,0,0,0,0,0,209.783,0,0,0,0,0,0,0
Zr,0,0,0,0,0,33.084,0,0,0,0,0,0,0
Zr,0,0,0,0,0,36.095,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.38,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,201.228,0,0,0,7.398,0,0,0
Zr+Hf,0,0,0,0,0,184.696,0,0,0,7.586,0,0,0
Zr+Hf,0,0,0,0,0,383.722,0,0,0,8.772,0,0,0
Zr+Hf,0,0,0,0,0,234.041,0,0,0,4.896,0,0,0
Zr,0,0,0,0,0,193.304,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,201.989,0,0,0,10.146,0,0,0
Zr,0,0,0,0,0,100.482,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,312.973,0,0,0,9.864,0,0,0
Zr+Hf,0,0,0,0,0,388.194,0,0,0,8.098,0,0,0
Zr,0,0,0,0,0,24.679,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,328.261,0,0,0,11.422,0,0,0
Zr+Hf,0,0,0,0,0,158.701,0,0,0,8.738,0,0,0
Zr,0,0,0,0,0,46.535,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.609,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,115.713,0,0,0,5.403,0,0,0
Zr,0,0,0,0,0,69.396,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.012,0,0,0,0,0,0,0
Zr,0,0,0,0,0,144.112,0,0,0,0,0,0,0
Zr,0,0,0,0,0,77.509,0,0,0,0,0,0,0
Zr,0,0,0,0,0,105.697,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,267.271,0,0,0,14.791,0,0,0
Zr+Hf,0,0,0,0,0,235.169,0,0,0,4.123,0,0,0
Zr,0,0,0,0,0,20.065,0,0,0,0,0,0,0
Zr,0,0,0,0,0,145.056,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,224.955,0,0,0,4.415,0,0,0
Zr,0,0,0,0,0,95.333,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,495.689,0,0,0,27.04,0,0,0
Zr,0,0,0,0,0,4.798,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,274.438,0,0,0,6.653,0,0,0
Zr,0,0,0,0,0,45.742,0,0,0,0,0,0,0
Zr,0,0,0,0,0,20.959,0,0,0,0,0,0,0
Zr,0,0,0,0,0,62.857,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.914,0,0,0,0,0,0,0
Zr,0,0,0,0,0,170.507,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.97,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,635.074,0,0,0,22.237,0,0,0
Zr,0,0,0,0,0,64.65,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.889,0,0,0,0,0,0,0
Zr,0,0,0,0,0,31.429,0,0,0,0,0,0,0
Zr,0,0,0,0,0,54.33,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,161.724,0,0,0,5.925,0,0,0
Zr,0,0,0,0,0,18.703,0,0,0,0,0,0,0
Zr,0,0,0,0,0,148.553,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,552.717,0,0,0,11.86,0,0,0
Zr+Hf,0,0,0,0,0,639.01,0,0,0,21.835,0,0,0
Zr,0,0,0,0,0,57.804,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,352.483,0,0,0,10.054,0,0,0
Zr,0,0,0,0,0,70.262,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,160.903,0,0,0,8.703,0,0,0
Zr,0,0,0,0,0,25.333,0,0,0,0,0,0,0
Zr,0,0,0,0,0,115.955,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,413.914,0,0,0,23.606,0,0,0
Zr+Hf,0,0,0,0,0,425.592,0,0,0,13.913,0,0,0
Zr+Hf,0,0,0,0,0,116.069,0,0,0,4.663,0,0,0
Zr+Hf,0,0,0,0,0,111.178,0,0,0,8.222,0,0,0
Zr,0,0,0,0,0,81.678,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.277,0,0,0,0,0,0,0
Zr,0,0,0,0,0,83.315,0,0,0,0,0,0,0
Zr,0,0,0,0,0,95.131,0,0,0,0,0,0,0
Zr,0,0,0,0,0,83.434,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,390.233,0,0,0,14.397,0,0,0
Zr,0,0,0,0,0,87.341,0,0,0,0,0,0,0
Zr,0,0,0,0,0,85.946,0,0,0,0,0,0,0
Zr,0,0,0,0,0,38.48,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,604.93,0,0,0,11.014,0,0,0
Zr+Hf,0,0,0,0,0,868.978,0,0,0,27.45,0,0,0
Zr+Hf,0,0,0,0,0,138.953,0,0,0,6.352,0,0,0
Zr,0,0,0,0,0,33.646,0,0,0,0,0,0,0
Zr,0,0,0,0,0,108.789,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,190.216,0,0,0,6.479,0,0,0
Zr+Hf,0,0,0,0,0,793.426,0,0,0,20.131,0,0,0
Zr+Hf,0,0,0,0,0,150.166,0,0,0,5.808,0,0,0
Zr,0,0,0,0,0,24.905,0,0,0,0,0,0,0
Zr,0,0,0,0,0,245.693,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,410.034,0,0,0,18.849,0,0,0
Zr,0,0,0,0,0,31.485,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,133.714,0,0,0,4.73,0,0,0
Zr,0,0,0,0,0,43.683,0,0,0,0,0,0,0
Zr,0,0,0,0,0,16.169,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.581,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,312.975,0,0,0,7.61,0,0,0
Zr,0,0,0,0,0,50.651,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,337.046,0,0,0,14.973,0,0,0
Zr+Hf,0,0,0,0,0,1089.384,0,0,0,22.281,0,0,0
Zr,0,0,0,0,0,24.142,0,0,0,0,0,0,0
Zr,0,0,0,0,0,145.824,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,375.351,0,0,0,12.516,0,0,0
Zr,0,0,0,0,0,16.458,0,0,0,0,0,0,0
Zr,0,0,0,0,0,49.871,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,131.395,0,0,0,4.378,0,0,0
Zr,0,0,0,0,0,79.729,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.967,0,0,0,0,0,0,0
Zr,0,0,0,0,0,34.082,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,220.561,0,0,0,4.884,0,0,0
Zr,0,0,0,0,0,68.007,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.379,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,64.564,0,0,0,3.901,0,0,0
Zr,0,0,0,0,0,136.078,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,133.471,0,0,0,6.932,0,0,0
Zr,0,0,0,0,0,66.935,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,251.429,0,0,0,6.78,0,0,0
Zr+Hf,0,0,0,0,0,367.477,0,0,0,13.301,0,0,0
Zr,0,0,0,0,0,96.576,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,390.891,0,0,0,13.849,0,0,0
Zr+Hf,0,0,0,0,0,166.309,0,0,0,8.099,0,0,0
Zr+Hf,0,0,0,0,0,264.855,0,0,0,4.928,0,0,0
Zr+Hf,0,0,0,0,0,197.918,0,0,0,7.344,0,0,0
Zr,0,0,0,0,0,6.197,0,0,0,0,0,0,0
Zr,0,0,0,0,0,77.246,0,0,0,0,0,0,0
Zr,0,0,0,0,0,79.369,0,0,0,0,0,0,0
Zr,0,0,0,0,0,116.645,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,153.768,0,0,0,5.914,0,0,0
Zr,0,0,0,0,0,33.721,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,254.473,0,0,0,7.753,0,0,0
Zr,0,0,0,0,0,166.222,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,141.768,0,0,0,5.755,0,0,0
Zr,0,0,0,0,0,91.971,0,0,0,0,0,0,0
Zr,0,0,0,0,0,36.994,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.728,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,245.052,0,0,0,7.977,0,0,0
Zr+Hf,0,0,0,0,0,221.282,0,0,0,7.619,0,0,0
Zr+Hf,0,0,0,0,0,90.172,0,0,0,6.615,0,0,0
Zr,0,0,0,0,0,11.099,0,0,0,0,0,0,0
Zr,0,0,0,0,0,18.575,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,31.355,0,0,0,3.938,0,0,0
Zr,0,0,0,0,0,66.901,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,137.262,0,0,0,5.366,0,0,0
Zr,0,0,0,0,0,54.903,0,0,0,0,0,0,0
Zr,0,0,0,0,0,127.129,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,210.382,0,0,0,7.925,0,0,0
Zr,0,0,0,0,0,101.73,0,0,0,0,0,0,0
Zr,0,0,0,0,0,77.495,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,150.532,0,0,0,5.977,0,0,0
Zr,0,0,0,0,0,45.749,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,98.337,0,0,0,4.767,0,0,0
Zr+Hf,0,0,0,0,0,267.05,0,0,0,11.211,0,0,0
Zr,0,0,0,0,0,9.821,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.926,0,0,0,0,0,0,0
Zr,0,0,0,0,0,11.788,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,371.489,0,0,0,11.713,0,0,0
Zr+Hf,0,0,0,0,0,778.475,0,0,0,16.976,0,0,0
Zr,0,0,0,0,0,9.943,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,106.836,0,0,0,7.137,0,0,0
Zr,0,0,0,0,0,4.907,0,0,0,0,0,0,0
Zr,0,0,0,0,0,116.18,0,0,0,0,0,0,0
Zr,0,0,0,0,0,65.732,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,87.13,0,0,0,4.948,0,0,0
Zr+Hf,0,0,0,0,0,328.451,0,0,0,8.621,0,0,0
Zr+Hf,0,0,0,0,0,283.773,0,0,0,12.765,0,0,0
Zr,0,0,0,0,0,26.703,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,137.011,0,0,0,5.936,0,0,0
Zr+Hf,0,0,0,0,0,343.586,0,0,0,6.12,0,0,0
Zr,0,0,0,0,0,64.105,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,160.925,0,0,0,6.156,0,0,0
Zr,0,0,0,0,0,117.094,0,0,0,0,0,0,0
Zr,0,0,0,0,0,72.471,0,0,0,0,0,0,0
Zr,0,0,0,0,0,129.312,0,0,0,0,0,0,0
Zr,0,0,0,0,0,25.393,0,0,0,0,0,0,0
Zr,0,0,0,0,0,100.8,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,222.667,0,0,0,4.739,0,0,0
