Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),1.19E+01,1.58E+01,9.39E+00,4.53E+01,1.30E+01,4.74E+01,1.35E+01,1.47E+01,8.90E+00,1.30E+01,1.07E+01,1.27E+01,9.68E+00
Avg Lc (TofCts),7.25,12.07,7.62,15.83,5.87,4.75,5.75,6.04,5.17,4.42,6.2,3.7,4.03
Avg Bkgd (TofCts),0.125,0.996,0.058,4.812,0.163,0.126,0.148,0.196,0.024,0.03,0.157,0.028,0.023
DynamicAlpha,1.00E-06,1.00E-07,1.00E-07,1.00E-05,3.20E-06,3.20E-05,3.20E-06,3.20E-06,3.20E-07,3.20E-06,3.20E-07,1.00E-05,3.20E-06
Filename,01h07m35s_Zr_Hark_2kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Fe+Y+Zr+La+Ce+Ho+Th+U,0,0,0,126.263,354.961,126.02,61.607,101.218,14.224,0,0,45.318,9.167
Fe+Zr+Th,0,0,0,16.894,0,14.916,0,0,0,0,0,15.86,0
Zr,0,0,0,0,0,5.952,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.462,0
Fe+Zr+Th,0,0,0,62.979,0,93.975,0,0,0,0,0,17.5,0
Fe+Zr+Th,0,0,0,22.833,0,23.664,0,0,0,0,0,13.809,0
Fe+Y+Zr+Hf+Th+U,0,0,0,35.86,13.029,4723.147,0,0,0,151.776,0,25.025,7.389
Zr+Th,0,0,0,0,0,30.02,0,0,0,0,0,4.883,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.305,0
Fe+Zr+La+Ce+Th,0,0,0,36.084,0,12.632,25.517,35.402,0,0,0,210.094,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,123.25,11.041,2151.697,6.272,20.326,0,7.892,0,11.243,9.726
Zr+Th,0,0,0,0,0,203.262,0,0,0,0,0,7.707,0
Zr,0,0,0,0,0,21.486,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.068,0
Zr+Hf,0,0,0,0,0,308.226,0,0,0,4.761,0,0,0
Zr,0,0,0,0,0,23.075,0,0,0,0,0,0,0
Zr,0,0,0,0,0,22.761,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,25.028,6.565,2512.172,10.485,16.14,0,81.811,0,63.585,0
Fe+Zr+Hf+Th,0,0,0,28.971,0,140.758,0,0,0,7.208,0,6.579,0
Fe+Zr+Hf+Th,0,0,0,29.957,0,86.504,0,0,0,5.428,0,57.583,0
Fe+Zr+Ce+Hf+Th,0,0,0,112.213,0,488.87,0,20.736,0,11.229,0,23.611,0
Fe+Zr+Th,0,0,0,83.987,0,11.912,0,0,0,0,0,14.505,0
Al+Fe+Zr+Ce+Hf+Th,34.14,0,0,219.278,0,150.37,0,17.654,0,6.069,0,31.705,0
Fe+Zr+Th,0,0,0,18.773,0,16.961,0,0,0,0,0,19.586,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,108.48,20.297,973.451,13.32,30.312,0,22.814,0,43.106,10.947
Zr+Th,0,0,0,0,0,21.1,0,0,0,0,0,5.444,0
Fe+Zr+Th,0,0,0,19.53,0,76.717,0,0,0,0,0,22.562,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,100.436,17.604,1396.375,31.722,56.652,0,22.416,0,100.946,0
Fe,0,0,0,28.578,0,0,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,17.051,0,405.228,0,0,0,13.506,0,10.834,0
La+Ce+Th,0,0,0,0,0,0,28.273,21.936,0,0,0,14.74,0
Fe+Zr+Th,0,0,0,27.668,0,31.116,0,0,0,0,0,7.425,0
Zr,0,0,0,0,0,13.658,0,0,0,0,0,0,0
Fe+Zr+Ce+Th+U,0,0,0,87.712,0,517.732,0,7.055,0,0,0,5.991,9.971
Th,0,0,0,0,0,0,0,0,0,0,0,3.855,0
Zr+Th,0,0,0,0,0,5.817,0,0,0,0,0,5.219,0
Fe+Zr+Th,0,0,0,17.192,0,72.633,0,0,0,0,0,19.461,0
Fe+Y+Zr+Ce+Hf+Pb+Th,0,0,0,255.378,8.795,211.776,0,7.642,0,5.102,8.076,31.567,0
Zr,0,0,0,0,0,93.453,0,0,0,0,0,0,0
Fe+Th,0,0,0,38.963,0,0,0,0,0,0,0,14.41,0
Zr,0,0,0,0,0,6.678,0,0,0,0,0,0,0
La+Ce+Th,0,0,0,0,0,0,8.117,14.594,0,0,0,92.796,0
Fe+Zr+Hf+Th,0,0,0,41.807,0,3969.256,0,0,0,164.117,0,9.89,0
Fe+Zr+Th,0,0,0,37.759,0,68.192,0,0,0,0,0,33.005,0
Th,0,0,0,0,0,0,0,0,0,0,0,10.017,0
Zr,0,0,0,0,0,4.942,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,20.214,0,33.297,0,0,0,0,0,6.169,0
Zr+Th,0,0,0,0,0,8.529,0,0,0,0,0,5.998,0
Y+Zr+Th,0,0,0,0,8.247,352.633,0,0,0,0,0,8.278,0
Fe+Zr+Th,0,0,0,25.046,0,241.827,0,0,0,0,0,13.749,0
Fe+Zr+Th,0,0,0,127.296,0,44.925,0,0,0,0,0,18.314,0
Zr+La+Ce+Th,0,0,0,0,0,7.953,7.705,11.861,0,0,0,7.046,0
Zr+Th,0,0,0,0,0,18.437,0,0,0,0,0,12.563,0
Zr+Ce+Th,0,0,0,0,0,36.821,0,7.782,0,0,0,24.542,0
Zr+Th,0,0,0,0,0,13.777,0,0,0,0,0,4.403,0
Zr+Th,0,0,0,0,0,6.257,0,0,0,0,0,8.321,0
Zr+Th,0,0,0,0,0,30.092,0,0,0,0,0,12.511,0
Fe+Th,0,0,0,42.04,0,0,0,0,0,0,0,9.189,0
Fe+Zr+Ce+Th+U,0,0,0,315.334,0,106.815,0,23.133,0,0,0,4.196,6.759
Fe+Zr+Th,0,0,0,132.647,0,28.521,0,0,0,0,0,20.496,0
Zr+Th,0,0,0,0,0,9.242,0,0,0,0,0,4.552,0
Fe+La+Ce+Hf+Th,0,0,0,68.598,0,0,6.888,13.984,0,36.302,0,96.365,0
Fe+Y+Zr+Ce+Hf+Th,0,0,0,23.644,20.454,6638.615,0,7.502,0,79.671,0,27.087,0
Fe+Y+Zr+La+Ce+Pb+Th,0,0,0,187.802,25.551,291.214,15.315,28.73,0,0,17.112,86.594,0
Fe+Zr,0,0,0,44.786,0,15.09,0,0,0,0,0,0,0
Fe,0,0,0,434.486,0,0,0,0,0,0,0,0,0
Al+Fe+Zr+Th,10.24,0,0,28.536,0,23.274,0,0,0,0,0,17.337,0
Fe+Zr+Hf+Th,0,0,0,27.539,0,219.63,0,0,0,10.903,0,10.717,0
Fe+Zr+Th,0,0,0,62.169,0,30.793,0,0,0,0,0,10.004,0
Fe+Zr+Th,0,0,0,44.064,0,27.861,0,0,0,0,0,12.143,0
Zr+Th,0,0,0,0,0,107.619,0,0,0,0,0,4.486,0
Zr+Th,0,0,0,0,0,63.158,0,0,0,0,0,3.907,0
Zr+Hf,0,0,0,0,0,241.106,0,0,0,7.204,0,0,0
Y+Zr+Hf+Th+U,0,0,0,0,6.158,1454.432,0,0,0,41.147,0,5.862,14.334
Zr,0,0,0,0,0,44.897,0,0,0,0,0,0,0
Zr,0,0,0,0,0,126.116,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,5.309,0,0,0,0,0,17.33,0
Fe+Zr+Hf+Th,0,0,0,34.236,0,131.744,0,0,0,5.469,0,27.217,0
Fe+Zr+La+Ce+Th,0,0,0,138.336,0,181.759,6.959,8.076,0,0,0,20.605,0
Al+Zr,13.07,0,0,0,0,7.066,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,7.072,0,0,0,0,0,5.217,0
Fe+Zr,0,0,0,62.957,0,17.72,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.991,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,1049.26,0,13.557,0,0,0,0,0,21.863,0
Zr,0,0,0,0,0,5.704,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,382.451,0,104.67,0,0,0,0,0,4.98,0
Zr+Th,0,0,0,0,0,7.66,0,0,0,0,0,3.923,0
Zr+Th+U,0,0,0,0,0,9.609,0,0,0,0,0,63.797,8.067
Zr,0,0,0,0,0,52.238,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,23.129,0,0,0,0,0,5.418,0
Fe+Y+Zr+Ce+Hf+Pb+Th+U,0,0,0,237.843,21.968,15315.848,0,19.691,0,94.079,22.963,20.587,642.648
Fe+Y+Hf+Th,0,0,0,34.134,9.413,0,0,0,0,11.216,0,36.63,0
Y+Zr+Ce+Hf+Th,0,0,0,0,18.084,1482.434,0,10.217,0,28.856,0,19.352,0
Y+Zr+Hf,0,0,0,0,7.163,516.451,0,0,0,9.563,0,0,0
Fe+Zr+Ce+Th,0,0,0,31.938,0,33.798,0,8.833,0,0,0,20.618,0
Fe+Y+Zr+La+Th,0,0,0,263.214,22.243,51.081,6.238,0,0,0,0,55.14,0
Fe+Zr+Th,0,0,0,136.836,0,63.634,0,0,0,0,0,9.89,0
Fe+Zr+Th,0,0,0,34.816,0,91.596,0,0,0,0,0,35.93,0
Zr,0,0,0,0,0,294.986,0,0,0,0,0,0,0
Zr+Hf+Th,0,0,0,0,0,1006.596,0,0,0,24.084,0,16.993,0
Fe+Y+Zr+La+Ce+Th,0,0,0,134.301,11.161,203.264,10.099,12.221,0,0,0,50.677,0
Fe+Th,0,0,0,29.256,0,0,0,0,0,0,0,18.837,0
Th,0,0,0,0,0,0,0,0,0,0,0,8.161,0
Y+Zr+Th,0,0,0,0,15.937,108.287,0,0,0,0,0,111.739,0
Zr,0,0,0,0,0,198.304,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,19.566,0,83.62,0,0,0,0,0,9.817,0
Zr+Th,0,0,0,0,0,92.93,0,0,0,0,0,17.105,0
Al+Fe+Zr+Th,7.721,0,0,36.628,0,7.333,0,0,0,0,0,14.041,0
Zr+Ce+Th,0,0,0,0,0,5.524,0,6.753,0,0,0,6.992,0
Zr+Hf,0,0,0,0,0,393.646,0,0,0,13.718,0,0,0
Al+Fe+Y+Zr+La+Ce+Hf+Th+U,10.254,0,0,120.463,55.67,17957.651,13.127,17.727,0,192.289,0,75.984,21.076
Th,0,0,0,0,0,0,0,0,0,0,0,7.232,0
Zr+Hf+Th,0,0,0,0,0,196.832,0,0,0,9.108,0,10.001,0
Zr,0,0,0,0,0,6.131,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,39.211,0,0,0,0,0,12.591,0
Zr,0,0,0,0,0,29.514,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.337,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,37.852,34.483,7985.665,0,16.554,0,75.976,0,102.001,115.969
Y+Zr+Hf+Th,0,0,0,0,12.43,1821.278,0,0,0,6.032,0,9.724,0
Fe+Zr+Ce+Th,0,0,0,46.055,0,85.113,0,7.38,0,0,0,10.365,0
Zr,0,0,0,0,0,21.798,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,287.092,0,0,0,8.863,0,0,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,45.902,15.113,918.553,0,10.893,0,15.018,0,58.052,6.67
Fe+Zr,0,0,0,17.69,0,97.09,0,0,0,0,0,0,0
Zr,0,0,0,0,0,10.817,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,23.728,16.339,851.962,0,0,0,5.264,0,18.728,0
Zr,0,0,0,0,0,159.991,0,0,0,0,0,0,0
Fe+Zr,0,0,0,18.187,0,80.106,0,0,0,0,0,0,0
La+Ce,0,0,0,0,0,0,15.958,20.305,0,0,0,0,0
Fe,0,0,0,49.558,0,0,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,8.432,37.985,0,0,0,0,0,132.529,0
Fe+Th,0,0,0,35.664,0,0,0,0,0,0,0,13.325,0
Fe+Zr+Th,0,0,0,38.607,0,70.939,0,0,0,0,0,58.236,0
Al+Fe+Y+Zr+La+Ce+Hf+Th+U,8.716,0,0,503.428,86.388,333.363,9.649,24.76,0,8.957,0,1184.231,7.18
Fe+Zr+Hf+Th,0,0,0,43.173,0,37.381,0,0,0,5.044,0,13.045,0
Fe+Zr+Th,0,0,0,65.943,0,50.059,0,0,0,0,0,26.425,0
Fe+La+Ce+Th,0,0,0,46.514,0,0,6.405,10.941,0,0,0,36.453,0
Al+Fe+Zr+La+Ce+Th,8.624,0,0,160.011,0,16.772,6.078,11.22,0,0,0,7.989,0
Zr+Th,0,0,0,0,0,8.881,0,0,0,0,0,12.475,0
Zr+Th,0,0,0,0,0,8.534,0,0,0,0,0,4.23,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.21,0
Zr+Th,0,0,0,0,0,16.105,0,0,0,0,0,4.67,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.064,0
Fe+Zr,0,0,0,47.965,0,4.904,0,0,0,0,0,0,0
Fe+Zr+Ce+Hf+Th+U,0,0,0,346.495,0,1462.444,0,6.748,0,6.953,0,7.906,9.231
Fe+Zr+Hf+Th+U,0,0,0,169.218,0,1656.709,0,0,0,4.97,0,7.075,29.837
Fe+Zr+Th,0,0,0,24.118,0,8.871,0,0,0,0,0,21.263,0
Zr+Th,0,0,0,0,0,52.636,0,0,0,0,0,4.596,0
Fe+Zr+La+Ce+Th,0,0,0,87.338,0,159.849,6.866,18.454,0,0,0,15.581,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.959,0
Zr+Th,0,0,0,0,0,31.565,0,0,0,0,0,20.289,0
Fe+Zr+Th,0,0,0,44.374,0,21.068,0,0,0,0,0,14.991,0
Zr+Th,0,0,0,0,0,50.994,0,0,0,0,0,21.265,0
Al+46Ti+Fe+Y+Zr+Ce+Th,15.175,38.918,0,104.011,85.784,30.52,0,6.547,0,0,0,14.935,0
Zr+Th,0,0,0,0,0,40.28,0,0,0,0,0,10.934,0
Zr+Th,0,0,0,0,0,11.607,0,0,0,0,0,17.054,0
Zr,0,0,0,0,0,7.249,0,0,0,0,0,0,0
Zr+Ce+Hf,0,0,0,0,0,1314.593,0,6.296,0,37.302,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.58,0
Fe+Zr+La+Ce,0,0,0,87.576,0,39.817,927.835,1050.771,0,0,0,0,0
Fe+Th,0,0,0,23.398,0,0,0,0,0,0,0,22.806,0
Fe+Zr+Th,0,0,0,38.963,0,137.429,0,0,0,0,0,19.225,0
46Ti,0,36.21,0,0,0,0,0,0,0,0,0,0,0
Fe+Zr+La+Th,0,0,0,52.284,0,45.511,7.93,0,0,0,0,30.933,0
Fe+Ce,0,0,0,223.568,0,0,0,6.798,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.204,0
Fe+Zr+La+Ce+Th,0,0,0,27.537,0,95.119,72.829,118.254,0,0,0,35.101,0
Zr,0,0,0,0,0,94.185,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,7.82,0,0,0,0,0,8.103,0
Fe+Zr+Th,0,0,0,34.854,0,140.612,0,0,0,0,0,40.578,0
Fe+Zr+Th,0,0,0,31.484,0,5.787,0,0,0,0,0,7.246,0
Fe+Th,0,0,0,28.495,0,0,0,0,0,0,0,4.324,0
Zr+Th,0,0,0,0,0,18.304,0,0,0,0,0,8.263,0
Zr+Th,0,0,0,0,0,13.571,0,0,0,0,0,12.387,0
Fe+Y+Zr+Th,0,0,0,109.704,35.231,64.359,0,0,0,0,0,58.569,0
Fe+Y+Zr+La+Ce+Th,0,0,0,33.742,12.603,150.349,7.965,13.432,0,0,0,95.586,0
Zr+Hf+Th,0,0,0,0,0,1140.199,0,0,0,17.351,0,5.072,0
Zr+La+Th,0,0,0,0,0,14.159,8.414,0,0,0,0,20.763,0
Zr+Th,0,0,0,0,0,46.087,0,0,0,0,0,16.764,0
Zr+Hf,0,0,0,0,0,469.632,0,0,0,8.048,0,0,0
Fe+Zr+La+Ce+Th,0,0,0,91.941,0,198.64,9.156,17.951,0,0,0,14.857,0
Fe+Zr+La+Ce,0,0,0,21.82,0,21.621,8.857,17.971,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,24.449,0
Fe+Zr+Ce+Th,0,0,0,251.808,0,19.291,0,7.757,0,0,0,31.288,0
Zr+Th,0,0,0,0,0,13.783,0,0,0,0,0,6.018,0
Fe+Zr+Th,0,0,0,18.917,0,22.241,0,0,0,0,0,12.115,0
Zr+Th,0,0,0,0,0,11.094,0,0,0,0,0,9.925,0
Fe+Zr+Hf,0,0,0,30.226,0,376.678,0,0,0,9.09,0,0,0
Fe+Zr+Th,0,0,0,17.477,0,31.034,0,0,0,0,0,9.899,0
Fe+Zr+Th,0,0,0,19.519,0,22.248,0,0,0,0,0,10.693,0
Fe+Zr+Th,0,0,0,64.648,0,21.201,0,0,0,0,0,18.891,0
Fe+Zr+Th,0,0,0,37.42,0,84.627,0,0,0,0,0,10.137,0
Ce+Th,0,0,0,0,0,0,0,19.277,0,0,0,5.232,0
Fe+Y+Zr+Hf+Th,0,0,0,18.851,10.217,1390.306,0,0,0,30.514,0,20.406,0
Fe+Zr+Hf+Th,0,0,0,66.618,0,330.091,0,0,0,12.219,0,35.274,0
Fe+Zr+Th,0,0,0,55.056,0,10.273,0,0,0,0,0,9.648,0
Zr+Hf+Th,0,0,0,0,0,2358.909,0,0,0,56.245,0,11.775,0
Fe+Zr+Th,0,0,0,24.755,0,63.893,0,0,0,0,0,13.298,0
Zr,0,0,0,0,0,5.473,0,0,0,0,0,0,0
Zr+Hf+Th+U,0,0,0,0,0,2295.826,0,0,0,36.248,0,7.791,14.106
Fe+Zr,0,0,0,94.638,0,5.54,0,0,0,0,0,0,0
Zr,0,0,0,0,0,29.212,0,0,0,0,0,0,0
Fe+Zr+Ce+Hf+Th,0,0,0,19.059,0,309.208,0,7.21,0,10.191,0,16.869,0
Zr+Hf+Th,0,0,0,0,0,862.479,0,0,0,23.147,0,3.955,0
Y+La+Ce,0,0,0,0,6.214,0,262.781,506.73,0,0,0,0,0
Zr,0,0,0,0,0,335.442,0,0,0,0,0,0,0
Zr,0,0,0,0,0,44.019,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,50.332,19.018,5077.281,0,10.011,0,162.502,0,11.963,44.65
Zr,0,0,0,0,0,32.492,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,256.506,143.67,14919.442,10.792,38.886,0,220.314,0,142.676,48.334
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,251.96,9.879,545.628,42.712,76.417,0,4.796,0,43.931,4.758
Zr+Hf+Th,0,0,0,0,0,1750.185,0,0,0,30.006,0,18.253,0
Zr,0,0,0,0,0,7.703,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,26.95,0,0,0,0,0,3.951,0
Zr,0,0,0,0,0,7.362,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.074,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,3.891,0
Zr,0,0,0,0,0,5.265,0,0,0,0,0,0,0
Y,0,0,0,0,8.158,0,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th,0,0,0,130.028,8.534,1048.221,0,8.382,0,27.454,0,21.213,0
Zr+Th,0,0,0,0,0,6.314,0,0,0,0,0,4.625,0
Fe+Zr+Hf+Th,0,0,0,77.53,0,797.83,0,0,0,25.135,0,15.092,0
Zr,0,0,0,0,0,8.21,0,0,0,0,0,0,0
Fe+Zr,0,0,0,121.478,0,6.127,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,19.29,0,0,0,0,0,4.93,0
Fe+Y+Zr+La+Ce+Th,0,0,0,56.688,40.239,116.748,7.143,35.679,0,0,0,1265.817,0
Al+Fe+Th,19.991,0,0,17.67,0,0,0,0,0,0,0,5.505,0
Fe+Zr+Th,0,0,0,16.598,0,40.732,0,0,0,0,0,12.873,0
Y+Zr+Hf+Th,0,0,0,0,9.261,2537.69,0,0,0,39.246,0,17.387,0
Fe+Zr,0,0,0,23.07,0,11.12,0,0,0,0,0,0,0
Fe+Zr+Ce+Th,0,0,0,22.269,0,11.54,0,7.308,0,0,0,7.916,0
Zr+Th,0,0,0,0,0,20.369,0,0,0,0,0,4.77,0
Fe+Zr+Th,0,0,0,16.079,0,5.829,0,0,0,0,0,6.145,0
Fe+Zr+Ce+Pb+U,0,0,0,420.219,0,142.897,0,12.595,0,0,80.043,0,1516.765
Fe+Y+Zr+Th,0,0,0,70.756,11.518,26.484,0,0,0,0,0,16.46,0
Zr+Hf,0,0,0,0,0,1067.688,0,0,0,6.513,0,0,0
Fe+Zr+Th,0,0,0,25.436,0,13.94,0,0,0,0,0,7.273,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,130.31,7.193,1359.573,11.767,10.692,0,34.435,0,21.355,0
Zr,0,0,0,0,0,5.618,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,15.278,0,0,0,0,0,5.457,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,257.583,32.336,1282.02,9.824,23.73,0,11.259,0,228.878,7.899
Zr+Th,0,0,0,0,0,13.616,0,0,0,0,0,3.962,0
Fe+Y+Zr+Th,0,0,0,57.269,7.626,82.489,0,0,0,0,0,13.468,0
Zr+Th,0,0,0,0,0,6.56,0,0,0,0,0,6.896,0
Zr+Th,0,0,0,0,0,117.645,0,0,0,0,0,4.369,0
Zr+Th,0,0,0,0,0,4.857,0,0,0,0,0,7.231,0
Fe+Y+Zr+Th,0,0,0,544.97,19.66,25.189,0,0,0,0,0,31.618,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.042,0
Fe+Zr+Hf+Th,0,0,0,57.718,0,302.899,0,0,0,13.024,0,35.887,0
Zr,0,0,0,0,0,16.054,0,0,0,0,0,0,0
Fe+La+Ce,0,0,0,39.318,0,0,8.168,7.187,0,0,0,0,0
Fe+Th,0,0,0,25.736,0,0,0,0,0,0,0,4.316,0
Zr+Th,0,0,0,0,0,13.83,0,0,0,0,0,5.328,0
Y+La+Ce+Pb+Th,0,0,0,0,45.212,0,157.985,8.919,0,0,11.295,17.182,0
Fe+Zr+Th,0,0,0,40.399,0,279.471,0,0,0,0,0,24.961,0
Zr+Th,0,0,0,0,0,224.825,0,0,0,0,0,14.837,0
Fe+Y+Zr+Th,0,0,0,17.397,54.592,151.688,0,0,0,0,0,118.187,0
Fe+Zr+Th,0,0,0,126.511,0,13.576,0,0,0,0,0,6.786,0
Fe+Zr+Th,0,0,0,19.566,0,10.532,0,0,0,0,0,5.117,0
Fe+Zr+Ce+Th,0,0,0,276.107,0,134.94,0,7.161,0,0,0,23.569,0
Fe+Zr+Th,0,0,0,53.143,0,10.703,0,0,0,0,0,15.524,0
Fe+Zr+Th,0,0,0,51.912,0,102.257,0,0,0,0,0,8.808,0
Fe+Zr+Th,0,0,0,132.488,0,114.451,0,0,0,0,0,9.545,0
Zr,0,0,0,0,0,32.8,0,0,0,0,0,0,0
Y+Zr+La+Ce+Ho+Th+U,0,0,0,0,55.815,173.04,23.249,30.081,5.945,0,0,403.267,6.655
Fe+Zr+Th,0,0,0,36.602,0,59.222,0,0,0,0,0,6.685,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,500.232,106.675,7756.084,35.437,75.547,0,195.502,0,309.568,22.996
Th,0,0,0,0,0,0,0,0,0,0,0,21.695,0
Zr,0,0,0,0,0,5.825,0,0,0,0,0,0,0
Fe+Zr,0,0,0,19.027,0,8.293,0,0,0,0,0,0,0
Zr,0,0,0,0,0,4.824,0,0,0,0,0,0,0
Al+Fe+Zr+Th,30.496,0,0,258.564,0,126.507,0,0,0,0,0,12.577,0
Fe+Zr,0,0,0,82.535,0,5.098,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,97.412,9.772,239.618,0,0,0,6.028,0,99.79,0
Fe,0,0,0,96.154,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,18.278,0,24.199,0,0,0,0,0,16.061,0
Zr+Hf+Th,0,0,0,0,0,815.778,0,0,0,6.844,0,16.111,0
Fe+Zr,0,0,0,20.819,0,5.538,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,70.623,0,108.117,0,0,0,0,0,8.894,0
Al+48Ti+Fe,8.773,0,9.05,268.491,0,0,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,610.525,0,0,0,17.118,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.664,0
Zr,0,0,0,0,0,10.898,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,339.783,50.716,6792.743,67.804,98.792,0,69.105,0,139.37,9.597
Zr,0,0,0,0,0,8.22,0,0,0,0,0,0,0
Zr,0,0,0,0,0,17.938,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,36.502,0,14.931,0,0,0,0,0,20.781,0
Zr+Hf,0,0,0,0,0,517.308,0,0,0,8.788,0,0,0
Fe+Zr+Th,0,0,0,34.33,0,11.386,0,0,0,0,0,9.094,0
Zr+Th,0,0,0,0,0,6.019,0,0,0,0,0,7.548,0
Zr+La+Th,0,0,0,0,0,40.26,6.125,0,0,0,0,5.25,0
Zr+Hf+Th,0,0,0,0,0,572.781,0,0,0,19.784,0,32.533,0
Hf+Th,0,0,0,0,0,0,0,0,0,4.834,0,6.017,0
Fe+Y+Zr+Hf+Th+U,0,0,0,18.756,25.884,3410.179,0,0,0,61.965,0,20.665,5.762
Fe+Zr+Hf+Th,0,0,0,17.063,0,788.567,0,0,0,19.535,0,15.686,0
Fe+Zr+La+Ce+Th,0,0,0,26.442,0,53.24,10.578,27.125,0,0,0,6.559,0
Fe+Zr,0,0,0,148.44,0,6.026,0,0,0,0,0,0,0
Y+Zr+Hf,0,0,0,0,5.95,460.346,0,0,0,10.676,0,0,0
Fe,0,0,0,21.408,0,0,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,8.656,0,0,0,0,0,5.869,0
Fe+Zr+Th,0,0,0,191.409,0,10.344,0,0,0,0,0,16.868,0
Fe,0,0,0,88.176,0,0,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,7.428,0,0,0,0,0,4.745,0
Fe+Zr+Hf+Th,0,0,0,71.069,0,401.783,0,0,0,11.417,0,11.316,0
Zr+Th,0,0,0,0,0,115.665,0,0,0,0,0,23.56,0
Zr+Th,0,0,0,0,0,5.832,0,0,0,0,0,4.471,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.287,0
Th,0,0,0,0,0,0,0,0,0,0,0,8.024,0
Zr,0,0,0,0,0,5.699,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.348,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,110.921,0,0,0,0,0,15.722,0
Fe,0,0,0,32.011,0,0,0,0,0,0,0,0,0
